"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
48,Texas,2018,6,"21,560,149","13,813,952",64.1,"13,276,750",61.6,"537,202",3.9
49,Utah,2018,6,"2,296,468","1,573,018",68.5,"1,527,284",66.5,"45,734",2.9
50,Vermont,2018,6,"517,318","347,508",67.2,"338,197",65.4,"9,311",2.7
51,Virginia,2018,6,"6,636,443","4,361,696",65.7,"4,234,693",63.8,"127,003",2.9
53,Washington,2018,6,"5,932,181","3,805,332",64.1,"3,642,504",61.4,"162,828",4.3
54,West Virginia,2018,6,"1,456,011","794,829",54.6,"753,515",51.8,"41,314",5.2
55,Wisconsin,2018,6,"4,609,561","3,110,709",67.5,"3,015,956",65.4,"94,753",3
56,Wyoming,2018,6,"448,910","294,888",65.7,"283,058",63.1,"11,830",4
1,Alabama,2018,7,"3,848,927","2,209,486",57.4,"2,122,081",55.1,"87,405",4
2,Alaska,2018,7,"546,800","355,997",65.1,"335,238",61.3,"20,759",5.8
4,Arizona,2018,7,"5,606,364","3,429,631",61.2,"3,268,114",58.3,"161,517",4.7
5,Arkansas,2018,7,"2,334,646","1,351,324",57.9,"1,303,180",55.8,"48,144",3.6
6,California,2018,7,"30,959,830","19,268,853",62.2,"18,461,524",59.6,"807,329",4.2
37,Los Angeles County,2018,7,"8,065,463","5,090,798",63.1,"4,856,362",60.2,"234,436",4.6
8,Colorado,2018,7,"4,480,233","3,077,524",68.7,"2,982,172",66.6,"95,352",3.1
9,Connecticut,2018,7,"2,885,151","1,907,281",66.1,"1,834,216",63.6,"73,065",3.8
10,Delaware,2018,7,"771,294","481,027",62.4,"463,754",60.1,"17,273",3.6
11,District of Columbia,2018,7,"577,664","407,883",70.6,"385,177",66.7,"22,706",5.6
12,Florida,2018,7,"17,202,053","10,168,495",59.1,"9,810,226",57,"358,269",3.5
13,Georgia,2018,7,"8,099,961","5,114,194",63.1,"4,914,255",60.7,"199,939",3.9
15,Hawaii,2018,7,"1,094,542","675,970",61.8,"659,970",60.3,"16,000",2.4
16,Idaho,2018,7,"1,336,679","855,618",64,"832,227",62.3,"23,391",2.7
17,Illinois,2018,7,"10,017,132","6,469,057",64.6,"6,191,198",61.8,"277,859",4.3
18,Indiana,2018,7,"5,211,178","3,390,366",65.1,"3,275,234",62.9,"115,132",3.4
19,Iowa,2018,7,"2,459,864","1,702,498",69.2,"1,659,981",67.5,"42,517",2.5
20,Kansas,2018,7,"2,222,318","1,483,713",66.8,"1,435,984",64.6,"47,729",3.2
21,Kentucky,2018,7,"3,486,211","2,054,538",58.9,"1,968,263",56.5,"86,275",4.2
22,Louisiana,2018,7,"3,583,576","2,117,389",59.1,"2,013,613",56.2,"103,776",4.9
23,Maine,2018,7,"1,105,094","699,250",63.3,"676,703",61.2,"22,547",3.2
24,Maryland,2018,7,"4,752,274","3,212,560",67.6,"3,091,527",65.1,"121,033",3.8
25,Massachusetts,2018,7,"5,616,196","3,772,277",67.2,"3,643,761",64.9,"128,516",3.4
26,Michigan,2018,7,"7,977,918","4,914,886",61.6,"4,718,428",59.1,"196,458",4
27,Minnesota,2018,7,"4,393,361","3,056,034",69.6,"2,966,981",67.5,"89,053",2.9
28,Mississippi,2018,7,"2,285,366","1,268,712",55.5,"1,207,617",52.8,"61,095",4.8
29,Missouri,2018,7,"4,793,072","3,049,568",63.6,"2,953,691",61.6,"95,877",3.1
30,Montana,2018,7,"843,114","529,899",62.9,"510,161",60.5,"19,738",3.7
31,Nebraska,2018,7,"1,471,009","1,027,013",69.8,"998,342",67.9,"28,671",2.8
32,Nevada,2018,7,"2,380,077","1,507,577",63.3,"1,442,964",60.6,"64,613",4.3
33,New Hampshire,2018,7,"1,113,885","765,674",68.7,"745,759",67,"19,915",2.6
34,New Jersey,2018,7,"7,063,849","4,452,593",63,"4,278,210",60.6,"174,383",3.9
35,New Mexico,2018,7,"1,630,668","947,262",58.1,"902,063",55.3,"45,199",4.8
36,New York,2018,7,"15,699,506","9,507,665",60.6,"9,132,403",58.2,"375,262",3.9
51000,New York city,2018,7,"6,771,378","4,069,025",60.1,"3,906,594",57.7,"162,431",4
37,North Carolina,2018,7,"8,148,921","4,988,530",61.2,"4,793,224",58.8,"195,306",3.9
38,North Dakota,2018,7,"581,852","406,541",69.9,"396,678",68.2,"9,863",2.4
39,Ohio,2018,7,"9,218,047","5,788,201",62.8,"5,527,800",60,"260,401",4.5
40,Oklahoma,2018,7,"3,011,765","1,836,927",61,"1,780,107",59.1,"56,820",3.1
41,Oregon,2018,7,"3,373,930","2,083,007",61.7,"2,002,204",59.3,"80,803",3.9
42,Pennsylvania,2018,7,"10,267,863","6,435,383",62.7,"6,154,147",59.9,"281,236",4.4
44,Rhode Island,2018,7,"862,238","558,501",64.8,"536,430",62.2,"22,071",4
45,South Carolina,2018,7,"4,009,060","2,318,898",57.8,"2,242,686",55.9,"76,212",3.3
46,South Dakota,2018,7,"667,376","458,735",68.7,"445,789",66.8,"12,946",2.8
47,Tennessee,2018,7,"5,330,423","3,253,735",61,"3,139,083",58.9,"114,652",3.5
48,Texas,2018,7,"21,587,399","13,820,010",64,"13,288,411",61.6,"531,599",3.8
49,Utah,2018,7,"2,300,883","1,574,389",68.4,"1,528,807",66.4,"45,582",2.9
50,Vermont,2018,7,"517,426","347,042",67.1,"338,124",65.3,"8,918",2.6
51,Virginia,2018,7,"6,639,962","4,358,677",65.6,"4,233,607",63.8,"125,070",2.9
53,Washington,2018,7,"5,940,044","3,811,529",64.2,"3,648,109",61.4,"163,420",4.3
54,West Virginia,2018,7,"1,455,383","794,907",54.6,"754,278",51.8,"40,629",5.1
55,Wisconsin,2018,7,"4,611,747","3,105,219",67.3,"3,010,677",65.3,"94,542",3
56,Wyoming,2018,7,"448,998","294,834",65.7,"282,972",63,"11,862",4
1,Alabama,2018,8,"3,850,814","2,212,016",57.4,"2,125,526",55.2,"86,490",3.9
2,Alaska,2018,8,"546,781","355,617",65,"334,975",61.3,"20,642",5.8
4,Arizona,2018,8,"5,617,446","3,440,243",61.2,"3,276,561",58.3,"163,682",4.8
5,Arkansas,2018,8,"2,335,827","1,352,139",57.9,"1,303,997",55.8,"48,142",3.6
6,California,2018,8,"30,970,329","19,270,079",62.2,"18,461,462",59.6,"808,617",4.2
37,Los Angeles County,2018,8,"8,064,098","5,088,155",63.1,"4,852,906",60.2,"235,249",4.6
8,Colorado,2018,8,"4,486,530","3,080,565",68.7,"2,984,346",66.5,"96,219",3.1
9,Connecticut,2018,8,"2,885,383","1,909,124",66.2,"1,836,818",63.7,"72,306",3.8
10,Delaware,2018,8,"772,185","480,933",62.3,"463,791",60.1,"17,142",3.6
11,District of Columbia,2018,8,"577,960","407,552",70.5,"385,016",66.6,"22,536",5.5
12,Florida,2018,8,"17,223,189","10,178,508",59.1,"9,823,085",57,"355,423",3.5
13,Georgia,2018,8,"8,109,883","5,110,058",63,"4,911,908",60.6,"198,150",3.9
15,Hawaii,2018,8,"1,094,296","674,563",61.6,"658,106",60.1,"16,457",2.4
16,Idaho,2018,8,"1,339,682","856,913",64,"833,422",62.2,"23,491",2.7
17,Illinois,2018,8,"10,016,480","6,467,671",64.6,"6,188,958",61.8,"278,713",4.3
18,Indiana,2018,8,"5,214,498","3,387,434",65,"3,272,499",62.8,"114,935",3.4
19,Iowa,2018,8,"2,461,141","1,703,333",69.2,"1,660,747",67.5,"42,586",2.5
20,Kansas,2018,8,"2,223,002","1,483,428",66.7,"1,435,542",64.6,"47,886",3.2
21,Kentucky,2018,8,"3,487,490","2,053,047",58.9,"1,966,805",56.4,"86,242",4.2
22,Louisiana,2018,8,"3,584,025","2,114,941",59,"2,012,209",56.1,"102,732",4.9
23,Maine,2018,8,"1,105,765","698,811",63.2,"675,981",61.1,"22,830",3.3
24,Maryland,2018,8,"4,753,977","3,213,051",67.6,"3,093,337",65.1,"119,714",3.7
25,Massachusetts,2018,8,"5,618,480","3,774,325",67.2,"3,647,139",64.9,"127,186",3.4
26,Michigan,2018,8,"7,979,891","4,915,118",61.6,"4,718,222",59.1,"196,896",4
27,Minnesota,2018,8,"4,396,490","3,056,843",69.5,"2,967,632",67.5,"89,211",2.9
28,Mississippi,2018,8,"2,285,791","1,267,636",55.5,"1,206,365",52.8,"61,271",4.8
29,Missouri,2018,8,"4,795,418","3,047,803",63.6,"2,952,775",61.6,"95,028",3.1
30,Montana,2018,8,"843,928","530,192",62.8,"510,521",60.5,"19,671",3.7
31,Nebraska,2018,8,"1,471,841","1,027,610",69.8,"998,876",67.9,"28,734",2.8
32,Nevada,2018,8,"2,384,929","1,511,751",63.4,"1,447,388",60.7,"64,363",4.3
33,New Hampshire,2018,8,"1,114,697","765,666",68.7,"746,044",66.9,"19,622",2.6
34,New Jersey,2018,8,"7,065,495","4,451,235",63,"4,280,940",60.6,"170,295",3.8
35,New Mexico,2018,8,"1,631,817","948,006",58.1,"902,172",55.3,"45,834",4.8
36,New York,2018,8,"15,697,882","9,504,009",60.5,"9,133,002",58.2,"371,007",3.9
51000,New York city,2018,8,"6,768,608","4,065,856",60.1,"3,903,490",57.7,"162,366",4
37,North Carolina,2018,8,"8,158,924","4,988,577",61.1,"4,793,931",58.8,"194,646",3.9
38,North Dakota,2018,8,"582,062","406,142",69.8,"396,356",68.1,"9,786",2.4
39,Ohio,2018,8,"9,221,239","5,789,478",62.8,"5,530,446",60,"259,032",4.5
40,Oklahoma,2018,8,"3,013,749","1,834,604",60.9,"1,778,785",59,"55,819",3
41,Oregon,2018,8,"3,377,359","2,083,770",61.7,"2,001,773",59.3,"81,997",3.9
42,Pennsylvania,2018,8,"10,269,662","6,439,999",62.7,"6,159,078",60,"280,921",4.4
44,Rhode Island,2018,8,"862,400","558,025",64.7,"536,029",62.2,"21,996",3.9
45,South Carolina,2018,8,"4,014,652","2,324,895",57.9,"2,247,635",56,"77,260",3.3
46,South Dakota,2018,8,"668,054","458,634",68.7,"445,741",66.7,"12,893",2.8
47,Tennessee,2018,8,"5,335,262","3,258,019",61.1,"3,142,661",58.9,"115,358",3.5
48,Texas,2018,8,"21,619,194","13,828,877",64,"13,300,862",61.5,"528,015",3.8
49,Utah,2018,8,"2,305,312","1,575,998",68.4,"1,530,465",66.4,"45,533",2.9
50,Vermont,2018,8,"517,535","346,511",67,"337,949",65.3,"8,562",2.5
51,Virginia,2018,8,"6,644,538","4,357,084",65.6,"4,233,403",63.7,"123,681",2.8
53,Washington,2018,8,"5,947,638","3,819,548",64.2,"3,654,812",61.4,"164,736",4.3
54,West Virginia,2018,8,"1,455,048","794,860",54.6,"754,746",51.9,"40,114",5
55,Wisconsin,2018,8,"4,614,177","3,100,243",67.2,"3,006,087",65.1,"94,156",3
56,Wyoming,2018,8,"449,256","294,837",65.6,"282,913",63,"11,924",4
1,Alabama,2018,9,"3,852,862","2,215,093",57.5,"2,129,494",55.3,"85,599",3.9
2,Alaska,2018,9,"546,810","355,262",65,"334,648",61.2,"20,614",5.8
4,Arizona,2018,9,"5,628,819","3,452,490",61.3,"3,285,694",58.4,"166,796",4.8
5,Arkansas,2018,9,"2,337,119","1,353,808",57.9,"1,305,242",55.8,"48,566",3.6
6,California,2018,9,"30,982,488","19,278,256",62.2,"18,464,140",59.6,"814,116",4.2
37,Los Angeles County,2018,9,"8,062,761","5,088,665",63.1,"4,851,840",60.2,"236,825",4.7
8,Colorado,2018,9,"4,493,046","3,084,266",68.6,"2,987,503",66.5,"96,763",3.1
9,Connecticut,2018,9,"2,885,801","1,911,006",66.2,"1,839,115",63.7,"71,891",3.8
10,Delaware,2018,9,"773,154","481,160",62.2,"464,075",60,"17,085",3.6
11,District of Columbia,2018,9,"578,260","407,555",70.5,"384,918",66.6,"22,637",5.6
12,Florida,2018,9,"17,245,228","10,191,438",59.1,"9,836,152",57,"355,286",3.5
13,Georgia,2018,9,"8,120,220","5,108,726",62.9,"4,910,760",60.5,"197,966",3.9
15,Hawaii,2018,9,"1,094,105","673,225",61.5,"656,251",60,"16,974",2.5
16,Idaho,2018,9,"1,342,766","858,575",63.9,"834,807",62.2,"23,768",2.8
17,Illinois,2018,9,"10,016,318","6,468,643",64.6,"6,187,856",61.8,"280,787",4.3
18,Indiana,2018,9,"5,218,075","3,384,907",64.9,"3,269,816",62.7,"115,091",3.4
19,Iowa,2018,9,"2,462,548","1,704,965",69.2,"1,662,001",67.5,"42,964",2.5
20,Kansas,2018,9,"2,223,814","1,483,781",66.7,"1,435,489",64.6,"48,292",3.3
21,Kentucky,2018,9,"3,488,910","2,052,059",58.8,"1,965,835",56.3,"86,224",4.2
22,Louisiana,2018,9,"3,584,643","2,113,166",59,"2,011,109",56.1,"102,057",4.8
23,Maine,2018,9,"1,106,507","698,422",63.1,"675,550",61.1,"22,872",3.3
24,Maryland,2018,9,"4,755,987","3,215,658",67.6,"3,096,714",65.1,"118,944",3.7
25,Massachusetts,2018,9,"5,621,085","3,776,708",67.2,"3,650,408",64.9,"126,300",3.3
26,Michigan,2018,9,"7,982,196","4,918,359",61.6,"4,719,671",59.1,"198,688",4
27,Minnesota,2018,9,"4,399,843","3,059,533",69.5,"2,968,877",67.5,"90,656",3
28,Mississippi,2018,9,"2,286,353","1,267,533",55.4,"1,205,274",52.7,"62,259",4.9
29,Missouri,2018,9,"4,797,969","3,047,698",63.5,"2,952,946",61.5,"94,752",3.1
30,Montana,2018,9,"844,790","530,703",62.8,"511,062",60.5,"19,641",3.7
31,Nebraska,2018,9,"1,472,783","1,028,717",69.8,"999,678",67.9,"29,039",2.8
32,Nevada,2018,9,"2,389,933","1,516,485",63.5,"1,452,009",60.8,"64,476",4.3
33,New Hampshire,2018,9,"1,115,547","765,895",68.7,"746,406",66.9,"19,489",2.5
34,New Jersey,2018,9,"7,067,480","4,452,011",63,"4,285,002",60.6,"167,009",3.8
35,New Mexico,2018,9,"1,633,061","949,187",58.1,"902,410",55.3,"46,777",4.9
36,New York,2018,9,"15,697,044","9,503,327",60.5,"9,132,833",58.2,"370,494",3.9
51000,New York city,2018,9,"6,765,813","4,065,099",60.1,"3,900,912",57.7,"164,187",4
37,North Carolina,2018,9,"8,169,344","4,991,935",61.1,"4,796,402",58.7,"195,533",3.9
38,North Dakota,2018,9,"582,323","406,126",69.7,"396,369",68.1,"9,757",2.4
39,Ohio,2018,9,"9,224,861","5,795,216",62.8,"5,535,911",60,"259,305",4.5
40,Oklahoma,2018,9,"3,015,886","1,833,310",60.8,"1,777,570",58.9,"55,740",3
41,Oregon,2018,9,"3,380,908","2,086,354",61.7,"2,002,439",59.2,"83,915",4
42,Pennsylvania,2018,9,"10,271,919","6,445,572",62.7,"6,164,598",60,"280,974",4.4
44,Rhode Island,2018,9,"862,585","557,742",64.7,"535,739",62.1,"22,003",3.9
45,South Carolina,2018,9,"4,020,494","2,331,534",58,"2,253,839",56.1,"77,695",3.3
46,South Dakota,2018,9,"668,716","458,799",68.6,"445,866",66.7,"12,933",2.8
47,Tennessee,2018,9,"5,340,338","3,263,749",61.1,"3,148,219",59,"115,530",3.5
48,Texas,2018,9,"21,652,158","13,843,885",63.9,"13,316,200",61.5,"527,685",3.8
49,Utah,2018,9,"2,309,837","1,578,152",68.3,"1,532,590",66.4,"45,562",2.9
50,Vermont,2018,9,"517,681","346,038",66.8,"337,762",65.2,"8,276",2.4
51,Virginia,2018,9,"6,649,427","4,358,761",65.6,"4,235,458",63.7,"123,303",2.8
53,Washington,2018,9,"5,955,494","3,829,378",64.3,"3,662,492",61.5,"166,886",4.4
54,West Virginia,2018,9,"1,454,777","794,930",54.6,"754,971",51.9,"39,959",5
55,Wisconsin,2018,9,"4,616,745","3,096,571",67.1,"3,002,676",65,"93,895",3
56,Wyoming,2018,9,"449,533","294,898",65.6,"282,959",62.9,"11,939",4
1,Alabama,2018,10,"3,854,756","2,218,770",57.6,"2,134,057",55.4,"84,713",3.8
2,Alaska,2018,10,"546,788","354,987",64.9,"334,327",61.1,"20,660",5.8
4,Arizona,2018,10,"5,639,899","3,465,247",61.4,"3,294,961",58.4,"170,286",4.9
5,Arkansas,2018,10,"2,338,313","1,356,111",58,"1,306,904",55.9,"49,207",3.6
6,California,2018,10,"30,992,869","19,293,358",62.3,"18,471,026",59.6,"822,332",4.3
37,Los Angeles County,2018,10,"8,061,400","5,091,657",63.2,"4,853,005",60.2,"238,652",4.7
8,Colorado,2018,10,"4,499,357","3,088,998",68.7,"2,992,253",66.5,"96,745",3.1
9,Connecticut,2018,10,"2,886,031","1,912,705",66.3,"1,840,959",63.8,"71,746",3.8
10,Delaware,2018,10,"774,073","481,767",62.2,"464,695",60,"17,072",3.5
11,District of Columbia,2018,10,"578,579","407,964",70.5,"384,984",66.5,"22,980",5.6
12,Florida,2018,10,"17,266,363","10,205,938",59.1,"9,848,907",57,"357,031",3.5
13,Georgia,2018,10,"8,130,168","5,109,997",62.9,"4,911,177",60.4,"198,820",3.9
15,Hawaii,2018,10,"1,093,829","672,060",61.4,"654,568",59.8,"17,492",2.6
16,Idaho,2018,10,"1,345,769","860,610",63.9,"836,399",62.2,"24,211",2.8
17,Illinois,2018,10,"10,015,684","6,471,017",64.6,"6,187,236",61.8,"283,781",4.4
18,Indiana,2018,10,"5,221,428","3,384,050",64.8,"3,268,290",62.6,"115,760",3.4
19,Iowa,2018,10,"2,463,857","1,707,672",69.3,"1,664,072",67.5,"43,600",2.6
20,Kansas,2018,10,"2,224,508","1,484,784",66.7,"1,435,982",64.6,"48,802",3.3
21,Kentucky,2018,10,"3,490,193","2,051,989",58.8,"1,965,753",56.3,"86,236",4.2
22,Louisiana,2018,10,"3,585,062","2,112,204",58.9,"2,010,424",56.1,"101,780",4.8
23,Maine,2018,10,"1,107,211","698,151",63.1,"675,484",61,"22,667",3.2
24,Maryland,2018,10,"4,757,696","3,220,485",67.7,"3,101,703",65.2,"118,782",3.7
25,Massachusetts,2018,10,"5,623,415","3,779,466",67.2,"3,653,764",65,"125,702",3.3
26,Michigan,2018,10,"7,984,164","4,924,179",61.7,"4,722,933",59.2,"201,246",4.1
27,Minnesota,2018,10,"4,402,999","3,063,412",69.6,"2,970,270",67.5,"93,142",3
28,Mississippi,2018,10,"2,286,775","1,268,334",55.5,"1,204,462",52.7,"63,872",5
29,Missouri,2018,10,"4,800,342","3,049,782",63.5,"2,954,580",61.5,"95,202",3.1
30,Montana,2018,10,"845,583","531,356",62.8,"511,722",60.5,"19,634",3.7
31,Nebraska,2018,10,"1,473,613","1,030,316",69.9,"1,000,760",67.9,"29,556",2.9
32,Nevada,2018,10,"2,394,798","1,521,728",63.5,"1,456,914",60.8,"64,814",4.3
33,New Hampshire,2018,10,"1,116,369","766,496",68.7,"746,950",66.9,"19,546",2.6
34,New Jersey,2018,10,"7,069,133","4,455,423",63,"4,290,785",60.7,"164,638",3.7
35,New Mexico,2018,10,"1,634,210","950,764",58.2,"902,930",55.3,"47,834",5
36,New York,2018,10,"15,695,361","9,505,478",60.6,"9,132,696",58.2,"372,782",3.9
51000,New York city,2018,10,"6,763,063","4,066,197",60.1,"3,898,896",57.6,"167,301",4.1
37,North Carolina,2018,10,"8,179,394","4,999,714",61.1,"4,802,247",58.7,"197,467",3.9
38,North Dakota,2018,10,"582,549","406,486",69.8,"396,736",68.1,"9,750",2.4
39,Ohio,2018,10,"9,228,042","5,804,046",62.9,"5,543,346",60.1,"260,700",4.5
40,Oklahoma,2018,10,"3,017,853","1,833,190",60.7,"1,776,737",58.9,"56,453",3.1
41,Oregon,2018,10,"3,384,353","2,090,454",61.8,"2,004,408",59.2,"86,046",4.1
42,Pennsylvania,2018,10,"10,273,714","6,452,492",62.8,"6,171,169",60.1,"281,323",4.4
44,Rhode Island,2018,10,"862,742","557,664",64.6,"535,674",62.1,"21,990",3.9
45,South Carolina,2018,10,"4,026,060","2,338,428",58.1,"2,261,071",56.2,"77,357",3.3
46,South Dakota,2018,10,"669,394","459,265",68.6,"446,198",66.7,"13,067",2.8
47,Tennessee,2018,10,"5,345,197","3,271,345",61.2,"3,156,200",59,"115,145",3.5
48,Texas,2018,10,"21,683,967","13,864,768",63.9,"13,335,259",61.5,"529,509",3.8
49,Utah,2018,10,"2,314,283","1,580,850",68.3,"1,535,286",66.3,"45,564",2.9
50,Vermont,2018,10,"517,774","345,660",66.8,"337,597",65.2,"8,063",2.3
51,Virginia,2018,10,"6,654,002","4,364,231",65.6,"4,240,248",63.7,"123,983",2.8
53,Washington,2018,10,"5,963,059","3,840,188",64.4,"3,670,355",61.6,"169,833",4.4
54,West Virginia,2018,10,"1,454,429","795,121",54.7,"755,019",51.9,"40,102",5
55,Wisconsin,2018,10,"4,619,204","3,094,379",67,"3,000,471",65,"93,908",3
56,Wyoming,2018,10,"449,778","294,995",65.6,"283,131",62.9,"11,864",4
1,Alabama,2018,11,"3,856,154","2,222,802",57.6,"2,139,030",55.5,"83,772",3.8
2,Alaska,2018,11,"546,733","354,791",64.9,"334,087",61.1,"20,704",5.8
4,Arizona,2018,11,"5,650,376","3,477,513",61.5,"3,304,082",58.5,"173,431",5
5,Arkansas,2018,11,"2,339,226","1,358,656",58.1,"1,308,923",56,"49,733",3.7
6,California,2018,11,"31,000,966","19,311,991",62.3,"18,481,262",59.6,"830,729",4.3
37,Los Angeles County,2018,11,"8,059,776","5,094,946",63.2,"4,854,777",60.2,"240,169",4.7
8,Colorado,2018,11,"4,505,271","3,094,552",68.7,"2,998,449",66.6,"96,103",3.1
9,Connecticut,2018,11,"2,885,954","1,914,128",66.3,"1,842,422",63.8,"71,706",3.7
10,Delaware,2018,11,"774,895","482,709",62.3,"465,633",60.1,"17,076",3.5
11,District of Columbia,2018,11,"578,853","408,770",70.6,"385,333",66.6,"23,437",5.7
12,Florida,2018,11,"17,285,441","10,220,222",59.1,"9,861,136",57,"359,086",3.5
13,Georgia,2018,11,"8,139,345","5,113,084",62.8,"4,913,287",60.4,"199,797",3.9
15,Hawaii,2018,11,"1,093,583","671,088",61.4,"653,151",59.7,"17,937",2.7
16,Idaho,2018,11,"1,348,642","862,994",64,"838,269",62.2,"24,725",2.9
17,Illinois,2018,11,"10,013,950","6,474,852",64.7,"6,187,073",61.8,"287,779",4.4
18,Indiana,2018,11,"5,224,176","3,385,579",64.8,"3,268,810",62.6,"116,769",3.4
19,Iowa,2018,11,"2,464,858","1,711,649",69.4,"1,667,225",67.6,"44,424",2.6
20,Kansas,2018,11,"2,224,934","1,486,153",66.8,"1,436,908",64.6,"49,245",3.3
21,Kentucky,2018,11,"3,491,101","2,052,885",58.8,"1,966,565",56.3,"86,320",4.2
22,Louisiana,2018,11,"3,585,137","2,111,546",58.9,"2,010,065",56.1,"101,481",4.8
23,Maine,2018,11,"1,107,768","697,896",63,"675,669",61,"22,227",3.2
24,Maryland,2018,11,"4,758,978","3,227,063",67.8,"3,107,999",65.3,"119,064",3.7
25,Massachusetts,2018,11,"5,625,242","3,782,165",67.2,"3,657,030",65,"125,135",3.3
26,Michigan,2018,11,"7,985,290","4,931,644",61.8,"4,727,384",59.2,"204,260",4.1
27,Minnesota,2018,11,"4,405,705","3,067,728",69.6,"2,971,706",67.5,"96,022",3.1
28,Mississippi,2018,11,"2,286,954","1,269,864",55.5,"1,203,942",52.6,"65,922",5.2
29,Missouri,2018,11,"4,802,145","3,053,543",63.6,"2,957,393",61.6,"96,150",3.1
30,Montana,2018,11,"846,300","532,085",62.9,"512,437",60.6,"19,648",3.7
31,Nebraska,2018,11,"1,474,305","1,032,250",70,"1,002,062",68,"30,188",2.9
32,Nevada,2018,11,"2,399,462","1,527,304",63.7,"1,462,170",60.9,"65,134",4.3
33,New Hampshire,2018,11,"1,117,092","767,428",68.7,"747,685",66.9,"19,743",2.6
34,New Jersey,2018,11,"7,070,040","4,461,460",63.1,"4,298,523",60.8,"162,937",3.7
35,New Mexico,2018,11,"1,635,213","952,564",58.3,"903,804",55.3,"48,760",5.1
36,New York,2018,11,"15,692,307","9,509,895",60.6,"9,133,931",58.2,"375,964",4
51000,New York city,2018,11,"6,760,001","4,068,830",60.2,"3,898,409",57.7,"170,421",4.2
37,North Carolina,2018,11,"8,188,551","5,011,450",61.2,"4,811,694",58.8,"199,756",4
38,North Dakota,2018,11,"582,717","407,159",69.9,"397,431",68.2,"9,728",2.4
39,Ohio,2018,11,"9,230,154","5,813,355",63,"5,552,197",60.2,"261,158",4.5
40,Oklahoma,2018,11,"3,019,516","1,834,179",60.7,"1,776,669",58.8,"57,510",3.1
41,Oregon,2018,11,"3,387,402","2,095,533",61.9,"2,007,705",59.3,"87,828",4.2
42,Pennsylvania,2018,11,"10,274,249","6,460,337",62.9,"6,178,551",60.1,"281,786",4.4
44,Rhode Island,2018,11,"862,824","557,717",64.6,"535,838",62.1,"21,879",3.9
45,South Carolina,2018,11,"4,031,265","2,345,726",58.2,"2,268,998",56.3,"76,728",3.3
46,South Dakota,2018,11,"669,959","459,943",68.7,"446,677",66.7,"13,266",2.9
47,Tennessee,2018,11,"5,349,521","3,280,821",61.3,"3,166,444",59.2,"114,377",3.5
48,Texas,2018,11,"21,713,757","13,888,671",64,"13,357,878",61.5,"530,793",3.8
49,Utah,2018,11,"2,318,480","1,584,026",68.3,"1,538,597",66.4,"45,429",2.9
50,Vermont,2018,11,"517,846","345,389",66.7,"337,476",65.2,"7,913",2.3
51,Virginia,2018,11,"6,657,983","4,372,860",65.7,"4,247,614",63.8,"125,246",2.9
53,Washington,2018,11,"5,970,124","3,851,215",64.5,"3,678,279",61.6,"172,936",4.5
54,West Virginia,2018,11,"1,453,917","795,364",54.7,"755,031",51.9,"40,333",5.1
55,Wisconsin,2018,11,"4,621,113","3,093,703",66.9,"2,999,369",64.9,"94,334",3
56,Wyoming,2018,11,"449,941","295,102",65.6,"283,416",63,"11,686",4
1,Alabama,2018,12,"3,857,442","2,226,751",57.7,"2,144,197",55.6,"82,554",3.7
2,Alaska,2018,12,"546,663","354,566",64.9,"333,931",61.1,"20,635",5.8
4,Arizona,2018,12,"5,660,505","3,488,395",61.6,"3,312,873",58.5,"175,522",5
5,Arkansas,2018,12,"2,340,021","1,360,949",58.2,"1,311,102",56,"49,847",3.7
6,California,2018,12,"31,007,415","19,327,664",62.3,"18,492,465",59.6,"835,199",4.3
37,Los Angeles County,2018,12,"8,058,420","5,096,874",63.2,"4,856,357",60.3,"240,517",4.7
8,Colorado,2018,12,"4,510,886","3,099,887",68.7,"3,005,135",66.6,"94,752",3.1
9,Connecticut,2018,12,"2,885,775","1,915,020",66.4,"1,843,489",63.9,"71,531",3.7
10,Delaware,2018,12,"775,662","483,777",62.4,"466,721",60.2,"17,056",3.5
11,District of Columbia,2018,12,"579,091","409,807",70.8,"385,967",66.7,"23,840",5.8
12,Florida,2018,12,"17,303,538","10,232,330",59.1,"9,872,842",57.1,"359,488",3.5
13,Georgia,2018,12,"8,148,150","5,116,798",62.8,"4,916,885",60.3,"199,913",3.9
15,Hawaii,2018,12,"1,093,269","670,180",61.3,"651,974",59.6,"18,206",2.7
16,Idaho,2018,12,"1,351,412","865,525",64,"840,393",62.2,"25,132",2.9
17,Illinois,2018,12,"10,011,743","6,479,035",64.7,"6,187,431",61.8,"291,604",4.5
18,Indiana,2018,12,"5,226,671","3,388,040",64.8,"3,270,676",62.6,"117,364",3.5
19,Iowa,2018,12,"2,465,707","1,716,455",69.6,"1,671,199",67.8,"45,256",2.6
20,Kansas,2018,12,"2,225,238","1,487,403",66.8,"1,437,993",64.6,"49,410",3.3
21,Kentucky,2018,12,"3,491,863","2,054,479",58.8,"1,968,189",56.4,"86,290",4.2
22,Louisiana,2018,12,"3,585,010","2,110,632",58.9,"2,009,979",56.1,"100,653",4.8
